rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
118,"spotify:track:6iw75IfUDa6kLXCBewmvF2","Lamin","Window","Universal Music A/S",48,94,31,"81898"
119,"spotify:track:3fH5LJB077W01D2vaE4qt4","Micky Skeel","Glansbillede","WM Denmark",119,-1,1,"80682"
120,"spotify:track:5qrSlOut2rNAWv3ubArkNy","Dean Lewis","Be Alright","Universal Music Australia Pty. Ltd.",6,113,230,"80316"
121,"spotify:track:1bDbXMyjaUIooNwFE9wn0N","Drake, 21 Savage","Rich Flex","OVO / Republic Records",7,103,15,"80211"
122,"spotify:track:672amoeenDyj593OhDRgak","Phlake","Angel Zoo","Sony Music Entertainment",64,142,105,"79253"
123,"spotify:track:46IZ0fSY2mpAiktS3KOqds","Adele","Easy On Me","Columbia",1,105,65,"79124"
124,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",16,114,30,"78932"
125,"spotify:track:1v1gAoEB2WyRE87LtFV46D","Stepz","Præcis","Universal Music A/S",32,64,3,"78777"
126,"spotify:track:0RJWhctsc1G1Hg3Ov2th7x","Shakira","Whenever, Wherever","Epic",126,150,2,"78733"
127,"spotify:track:0cDHgTZcDMFyFV5gTqVxEv","The Minds Of 99","Emil","No3",15,155,78,"78329"
128,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",5,121,57,"78259"
129,"spotify:track:3uUuGVFu1V7jTQL60S1r8z","Lost Frequencies, Calum Scott","Where Are You Now","Epic Amsterdam",5,117,79,"77770"
130,"spotify:track:1mea3bSkSGXuIRvnydlB5b","Coldplay","Viva La Vida","Parlophone UK",108,124,21,"77692"
131,"spotify:track:40Sg9foeB15bJdX6BxVOwa","Tessa, Lamin, Benny Jamz","BETALT (feat. Lamin & Benny Jamz)","Universal Music A/S",15,110,4,"77236"
132,"spotify:track:5kYfAO0bLWvS3YkozV1TA9","ICEKIID, Outlandish","Guantanamo (ICEKIID x Outlandish)","Sony Music Entertainment",9,116,14,"75573"
133,"spotify:track:5oO3drDxtziYU2H1X23ZIp","Rihanna","Love On The Brain","Roc Nation / Rihanna",108,-1,26,"75462"
134,"spotify:track:6ex1Pz3pntgy4NPtxHXN2V","Ed Sheeran","Bad Habits","Atlantic Records UK",2,131,82,"75333"
135,"spotify:track:1zTLgT9jFwTuwrFFcOqXNw","andreas odbjerg","i morgen er der også en dag","Universal Music A/S",21,118,96,"75208"
136,"spotify:track:0qA2qykpcGdVl3tiiYum4g","KESI, Hans Philip","Blå Himmel (feat. Hans Philip)","MXIII",1,132,127,"75140"
137,"spotify:track:0weqXPaf1MQkmLQHBUhnN7","D1MA","DON'T PHASE ME","7OUMA Records",12,95,35,"74841"
138,"spotify:track:4FyesJzVpA39hbYvcseO2d","Lil Uzi Vert","Just Wanna Rock","Generation Now/Atlantic",135,168,6,"74456"
